0,5.0,48
0,5.02,48
0,5.04,48
0,5.06,46
0,5.08,45
0,5.1,46
0,5.12,44
0,5.14,47
0,5.16,44
0,5.18,44
0,5.2,43
0,5.22,43
0,5.24,44
0,5.26,44
0,5.28,50
0,5.3,45
0,5.32,46
0,5.34,47
0,5.36,46
0,5.38,44
0,5.4,44
0,5.42,44
0,5.44,44
0,5.46,43
0,5.48,43
0,5.5,46
0,5.52,42
0,5.54,44
0,5.56,41
0,5.58,45
0,5.6,44
0,5.62,42
0,5.64,39
0,5.66,38
0,5.68,43
0,5.7,45
0,5.72,40
0,5.74,40
0,5.76,41
0,5.78,40
0,5.8,40
0,5.82,38
0,5.84,44
0,5.86,42
0,5.88,38
0,5.9,43
0,5.92,39
0,5.94,39
0,5.96,38
0,5.98,39
0,6.0,36
0,6.02,39
0,6.04,40
0,6.06,41
0,6.08,38
0,6.1,39
0,6.12,36
0,6.14,36
0,6.16,34
0,6.18,40
0,6.2,40
0,6.22,39
0,6.24,39
0,6.26,37
0,6.28,40
0,6.3,35
0,6.32,39
0,6.34,34
0,6.36,40
0,6.38,37
0,6.4,38
0,6.42,32
0,6.44,36
0,6.46,33
0,6.48,38
0,6.5,36
0,6.52,36
0,6.54,36
0,6.56,36
0,6.58,40
0,6.6,36
0,6.62,40
0,6.64,37
0,6.66,37
0,6.68,29
0,6.7,37
0,6.72,33
0,6.74,33
0,6.76,39
0,6.78,32
0,6.8,37
0,6.82,33
0,6.84,32
0,6.86,32
0,6.88,32
0,6.9,34
0,6.92,30
0,6.94,35
0,6.96,35
0,6.98,34
0,7.0,35
0,7.02,31
0,7.04,31
0,7.06,32
0,7.08,34
0,7.1,35
0,7.12,33
0,7.14,30
0,7.16,31
0,7.18,32
0,7.2,30
0,7.22,32
0,7.24,35
0,7.26,35
0,7.28,33
0,7.3,29
0,7.32,30
0,7.34,32
0,7.36,32
0,7.38,30
0,7.4,32
0,7.42,32
0,7.44,32
0,7.46,30
0,7.48,30
0,7.5,33
0,7.52,30
0,7.54,31
0,7.56,33
0,7.58,31
0,7.6,31
0,7.62,30
0,7.64,29
0,7.66,31
0,7.68,30
0,7.7,33
0,7.72,30
0,7.74,31
0,7.76,32
0,7.78,28
0,7.8,30
0,7.82,28
0,7.84,32
0,7.86,31
0,7.88,31
0,7.9,29
0,7.92,26
0,7.94,32
0,7.96,28
0,7.98,29
0,8.0,29
0,8.02,28
0,8.04,32
0,8.06,31
0,8.08,29
0,8.1,27
0,8.12,31
0,8.14,27
0,8.16,26
0,8.18,28
0,8.2,25
0,8.22,29
0,8.24,29
0,8.26,28
0,8.28,29
0,8.3,28
0,8.32,26
0,8.34,26
0,8.36,26
0,8.38,27
0,8.4,22
0,8.42,28
0,8.44,26
0,8.46,28
0,8.48,28
0,8.5,27
0,8.52,27
0,8.54,27
0,8.56,27
0,8.58,25
0,8.6,30
0,8.62,24
0,8.64,27
0,8.66,26
0,8.68,28
0,8.7,28
0,8.72,27
0,8.74,27
0,8.76,28
0,8.78,24
0,8.8,25
0,8.82,29
0,8.84,26
0,8.86,26
0,8.88,25
0,8.9,28
0,8.92,24
0,8.94,28
0,8.96,26
0,8.98,28
0,9.0,28
0,9.02,25
0,9.04,29
0,9.06,28
0,9.08,24
0,9.1,26
0,9.12,24
0,9.14,25
0,9.16,26
0,9.18,23
0,9.2,23
0,9.22,25
0,9.24,24
0,9.26,24
0,9.28,24
0,9.3,24
0,9.32,25
0,9.34,25
0,9.36,26
