1,10.0,25
2,10.02,29
3,10.04,21
4,10.06,25
5,10.08,21
6,10.1,10
7,10.12,29
8,10.14,21
9,10.16,10
10,10.18,21
11,10.2,18
12,10.22,21
13,10.24,25
14,10.26,21
15,10.28,18
16,10.3,14
17,10.32,18
18,10.34,21
19,10.36,18
20,10.38,18
21,10.4,32
22,10.42,14
23,10.44,14
24,10.46,21
25,10.48,21
26,10.5,18
27,10.52,21
28,10.54,10
29,10.56,10
30,10.58,7
31,10.6,25
32,10.62,29
33,10.64,14
34,10.66,14
35,10.68,10
36,10.7,21
37,10.72,10
38,10.74,14
39,10.76,14
40,10.78,21
41,10.8,14
42,10.82,10
43,10.84,7
44,10.86,10
45,10.88,18
46,10.9,25
47,10.92,10
48,10.94,21
49,10.96,18
50,10.98,18
51,11.0,7
52,11.02,21
53,11.04,29
54,11.06,18
55,11.08,10
56,11.1,7
57,11.12,18
58,11.14,25
59,11.16,18
60,11.18,18
61,11.2,21
62,11.22,7
63,11.24,18
64,11.26,14
65,11.28,21
66,11.3,14
67,11.32,21
68,11.34,18
69,11.36,14
70,11.38,18
71,11.4,18
72,11.42,10
73,11.44,10
74,11.46,21
75,11.48,18
76,11.5,10
77,11.52,18
78,11.54,18
79,11.56,10
80,11.58,14
81,11.6,7
82,11.62,25
83,11.64,18
84,11.66,18
85,11.68,14
86,11.7,21
87,11.72,10
88,11.74,18
89,11.76,18
90,11.78,14
91,11.8,25
92,11.82,18
93,11.84,14
94,11.86,14
95,11.88,7
96,11.9,21
97,11.92,18
98,11.94,10
99,11.96,14
100,11.98,18
101,12.0,14
102,12.02,18
103,12.04,7
104,12.06,10
105,12.08,7
106,12.1,7
107,12.12,7
108,12.14,14
109,12.16,14
110,12.18,10
111,12.2,14
112,12.22,14
113,12.24,21
114,12.26,14
115,12.28,18
116,12.3,21
117,12.32,7
118,12.34,21
119,12.36,18
120,12.38,14
121,12.4,10
122,12.42,25
123,12.44,18
124,12.46,14
125,12.48,21
126,12.5,14
127,12.52,25
128,12.54,10
129,12.56,10
130,12.58,7
131,12.6,7
132,12.62,18
133,12.64,14
134,12.66,14
135,12.68,21
136,12.7,7
137,12.72,18
138,12.74,7
139,12.76,7
140,12.78,7
141,12.8,21
142,12.82,14
143,12.84,21
144,12.86,10
145,12.88,14
146,12.9,21
147,12.92,10
148,12.94,18
149,12.96,7
150,12.98,14
151,13.0,14
152,13.02,10
153,13.04,10
154,13.06,10
155,13.08,14
156,13.1,7
157,13.12,14
158,13.14,21
159,13.16,14
160,13.18,14
161,13.2,18
162,13.22,14
163,13.24,18
164,13.26,7
165,13.28,10
166,13.3,10
167,13.32,14
168,13.34,10
169,13.36,10
170,13.38,10
171,13.4,18
172,13.42,3
173,13.44,21
174,13.46,14
175,13.48,14
176,13.5,10
177,13.52,14
178,13.54,14
179,13.56,10
180,13.58,10
181,13.6,14
182,13.62,7
183,13.64,3
184,13.66,10
185,13.68,3
186,13.7,7
187,13.72,18
188,13.74,21
189,13.76,7
190,13.78,10
191,13.8,18
192,13.82,7
193,13.84,14
194,13.86,14
195,13.88,10
196,13.9,10
197,13.92,3
198,13.94,14
199,13.96,10
200,13.98,7
201,14.0,7
202,14.02,7
203,14.04,7
204,14.06,7
205,14.08,14
206,14.1,18
207,14.12,10
208,14.14,14
209,14.16,10
210,14.18,10
211,14.2,3
