0,20.0,800
0,20.02,100
0,20.04,100
0,20.06,100
0,20.08,100
0,20.1,100
0,20.12,100
0,20.14,100
0,20.16,100
0,20.18,100
0,20.2,1200
0,20.22,800
0,20.24,100
0,20.26,100
0,20.28,100
0,20.3,100
0,20.32,100
0,20.34,1600
0,20.36,100
0,20.38,100
0,20.4,100
0,20.42,100
0,20.44,100
0,20.46,100
0,20.48,100
0,20.5,100
0,20.52,100
0,20.54,800
0,20.56,100
0,20.58,100
0,20.6,100
0,20.62,100
0,20.64,800
0,20.66,1200
0,20.68,800
0,20.7,100
0,20.72,800
0,20.74,100
0,20.76,100
0,20.78,800
0,20.8,100
0,20.82,100
0,20.84,100
0,20.86,100
0,20.88,100
0,20.9,100
0,20.92,100
0,20.94,100
0,20.96,100
0,20.98,100
0,21.0,800
0,21.02,800
0,21.04,100
0,21.06,800
0,21.08,100
0,21.1,800
0,21.12,100
0,21.14,100
0,21.16,800
0,21.18,100
0,21.2,100
0,21.22,100
0,21.24,800
0,21.26,100
0,21.28,100
0,21.3,800
0,21.32,800
0,21.34,100
0,21.36,800
0,21.38,100
0,21.4,100
0,21.42,800
0,21.44,800
0,21.46,1600
0,21.48,800
0,21.5,100
0,21.52,100
0,21.54,100
0,21.56,100
0,21.58,100
0,21.6,100
0,21.62,100
0,21.64,100
0,21.66,100
0,21.68,100
0,21.7,100
0,21.72,100
0,21.74,100
0,21.76,100
0,21.78,800
0,21.8,100
0,21.82,800
0,21.84,100
0,21.86,100
0,21.88,100
0,21.9,100
0,21.92,100
0,21.94,100
0,21.96,800
0,21.98,100
0,22.0,100
0,22.02,100
0,22.04,100
0,22.06,100
0,22.08,800
0,22.1,800
0,22.12,100
0,22.14,100
0,22.16,100
0,22.18,100
0,22.2,800
0,22.22,100
0,22.24,800
0,22.26,100
0,22.28,100
0,22.3,100
0,22.32,800
0,22.34,100
0,22.36,800
0,22.38,1200
0,22.4,100
0,22.42,100
0,22.44,100
0,22.46,100
0,22.48,100
0,22.5,100
0,22.52,100
0,22.54,800
0,22.56,100
0,22.58,800
0,22.6,100
0,22.62,100
0,22.64,100
0,22.66,800
0,22.68,100
0,22.7,100
0,22.72,100
0,22.74,800
0,22.76,800
0,22.78,100
0,22.8,100
0,22.82,800
0,22.84,800
0,22.86,100
0,22.88,100
0,22.9,100
0,22.92,100
0,22.94,800
0,22.96,100
0,22.98,100
0,23.0,1200
0,23.02,100
0,23.04,100
0,23.06,800
0,23.08,100
0,23.1,100
0,23.12,100
0,23.14,100
0,23.16,1200
0,23.18,100
0,23.2,100
0,23.22,100
0,23.24,100
0,23.26,100
0,23.28,1200
0,23.3,100
0,23.32,800
0,23.34,100
0,23.36,100
0,23.38,100
0,23.4,100
0,23.42,100
0,23.44,100
0,23.46,800
0,23.48,100
0,23.5,800
0,23.52,100
0,23.54,100
0,23.56,100
0,23.58,800
0,23.6,100
0,23.62,800
0,23.64,100
0,23.66,100
0,23.68,800
0,23.7,100
0,23.72,100
0,23.74,1200
0,23.76,100
0,23.78,100
0,23.8,800
0,23.82,100
0,23.84,100
0,23.86,1600
0,23.88,800
0,23.9,100
0,23.92,800
0,23.94,1200
0,23.96,800
0,23.98,100
0,24.0,800
0,24.02,800
0,24.04,800
0,24.06,100
0,24.08,100
0,24.1,100
0,24.12,100
0,24.14,800
0,24.16,100
0,24.18,100
0,24.2,100
0,24.22,100
0,24.24,100
0,24.26,100
0,24.28,100
0,24.3,100
0,24.32,1200
0,24.34,800
0,24.36,100
0,24.38,100
0,24.4,1600
0,24.42,100
0,24.44,800
0,24.46,800
0,24.48,100
0,24.5,100
0,24.52,100
0,24.54,100
0,24.56,100
0,24.58,100
0,24.6,100
0,24.62,100
0,24.64,100
0,24.66,100
0,24.68,100
0,24.7,1200
0,24.72,100
0,24.74,1200
0,24.76,100
0,24.78,100
0,24.8,100
0,24.82,100
0,24.84,100
0,24.86,100
0,24.88,100
0,24.9,100
0,24.92,100
0,24.94,800
0,24.96,100
0,24.98,100
0,25.0,800
0,25.02,100
0,25.04,100
0,25.06,1200
0,25.08,100
0,25.1,100
0,25.12,800
0,25.14,800
0,25.16,100
0,25.18,1200
0,25.2,100
0,25.22,800
0,25.24,100
0,25.26,100
0,25.28,100
0,25.3,100
0,25.32,100
